,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,InfoCode,Close_USD_Cutoff,shares_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Weight
175625,2023-12-18,2027,IN30EM,INE031B01049,BWFGD7,AJANTA PHARMA,IN,INR,20103015.0,1044807248.0,6485.0,23.6348485551,125915655.0,0.3647,0.3647,1.0,1085346265.143053,2975997436.64122,0.36,0.0007584551981295842
177433,2023-12-18,2027,QA20MO,QA0007227695,614820,QATAR NAVIGATION,QA,QAR,50206030.0,2668803117.0,169120.0,2.6091703431,1136164750.0,0.8631,0.8625,1.0,2556835857.1214776,2964447370.575626,0.86,0.0019373598343118375
176343,2023-12-18,2027,KR22S7,KR7403870009,BPDWY6,HPSP,KR,KRW,10102020.0,1171319563.0,356308.0,35.96544736,81159000.0,0.4066,0.4066,1.0,1186832767.2152116,2918919742.29024,0.41,0.0008502940737909419
175382,2023-12-18,2027,IN0B9P,INE256A01028,618853,Zee Entrtainment,IN,INR,40301035.0,3078193713.0,5401.0,3.03259928949,960519420.0,0.9488,0.9488,1.0,2763731540.48892,2912870510.633347,0.95,0.002234548072808407
175410,2023-12-18,2027,IN041A,INE302A01020,B1D3ZC,Exide Industries,IN,INR,50205010.0,1687978786.0,45149.0,3.418119523405,850000000.0,0.5401,0.5401,1.0,1569207401.4023843,2905401594.89425,0.54,0.001225351649335194
175421,2023-12-18,2027,IN025C,INE462A01022,671699,BayerCrop,IN,INR,55201015.0,942952286.0,26553.0,64.44723163845,44942092.0,0.32,0.32,1.0,926845892.3009698,2896393413.440531,0.32,0.0006845157939647776
177430,2023-12-18,2027,QA20UW,QA000A0KD6J5,B0YTG2,BARWA REAL ESTATE,QA,QAR,35101010.0,1598821300.0,169105.0,0.7415536764600001,3891246370.0,0.55,0.55,1.0,1587062428.4268217,2885568051.68513,0.55,0.0011606297029299508
175365,2023-12-18,2027,MX109T,US92837L1098,BJ8477,VISTA ENERGY ADR,MX,USD,60101010.0,2731396664.0,318525.0,30.83,92858055.0,0.9429,0.9429,1.0,2699347165.6343846,2862813835.65,0.94,0.001982798264397765
177684,2023-12-18,2027,MX302O,MXP001391012,256301,ALSEA,MX,MXN,40501040.0,1833056359.0,39876.0,3.499417213038,815072646.0,0.6301,0.6278,1.0,1790660911.4479263,2852279247.2888284,0.63,0.0013306675720419956
177511,2023-12-18,2027,BR10X0,BRGMATACNOR7,BN7JD6,GRUPO MATEUS ON,BR,BRL,40401010.0,621932652.0,330606.0,1.28743999687,2209346079.0,0.21,0.209,1.0,594479706.3877938,2844400509.0325065,0.21,0.00045147854180651486
177672,2023-12-18,2027,MX204P,MX01R0000006,BG1Z6X,REGIONAL S.A.B. DE C.V.,MX,MXN,30101010.0,1224375861.0,254183.0,8.664209322822,327931333.0,0.4,0.4,1.0,1136506285.0496185,2841265712.624046,0.4,0.0008888091444785185
175545,2023-12-18,2027,IN07NZ,INE589A01014,637489,NLC INDIA,IN,INR,65101015.0,701773796.0,45215.0,2.04451632605,1386636609.0,0.208,0.208,1.0,589680246.5630149,2835001185.39911,0.21,0.0005094374914666848
175432,2023-12-18,2027,IN07GS,INE331A01037,669815,RAMCO CEMENTS,IN,INR,50101030.0,1599930546.0,26584.0,11.941534212885,236292380.0,0.544,0.5545,1.0,1564629067.937776,2821693540.014024,0.55,0.0011614349360447812
175568,2023-12-18,2027,IN70O0,INE913H01037,BYZ02R,ENDURANCE TECHNOLOGIES,IN,INR,40101025.0,751488980.0,293282.0,19.945725694635,140662848.0,0.25,0.25,1.0,701405645.4085344,2805622581.6341376,0.25,0.000545527152792205
175888,2023-12-18,2027,TW02OF,TW0002313004,621527,Compeq Mftg,TW,TWD,10102015.0,2726202237.0,35658.0,2.34635172082,1191820589.0,1.0,1.0,1.0,2796430289.908856,2796430289.908856,1.0,0.0019790274825937566
175549,2023-12-18,2027,IN60ZA,INE572A01036,BNQNGS,JB CHEMICALS & PHARMS.,IN,INR,20103015.0,1267060248.0,5515.0,17.9149993614,154928020.0,0.4609,0.4614,1.0,1280632024.0380726,2775535379.3629665,0.46,0.0009197949509620554
175741,2023-12-18,2027,TW11B2,TW0001477008,658043,Makalot,TW,TWD,40204020.0,2712059327.0,11057.0,11.4596714332,241856581.0,1.0,1.0,1.0,2771596952.217122,2771596952.217122,1.0,0.0019687607433203523
177401,2023-12-18,2027,SA2239,SA000A0EAXM3,B133P4,SAUDIA DAIRY & FDSF,SA,SAR,45102020.0,1152938129.0,24359.0,85.03291376579999,32500000.0,0.482,0.482,0.836722,1114547670.0110607,2763569697.3885,0.4,0.0008369504697978963
175595,2023-12-18,2027,IN12IQ,INE536A01023,B156WQ,Grindwell Norton,IN,INR,55101000.0,1411025931.0,5438.0,24.899330939745,110720000.0,0.484,0.484,1.0,1334317298.077906,2756853921.6485662,0.48,0.0010243037211994782
175521,2023-12-18,2027,IN05KU,INE530B01024,B0838V,IIFL FINANCE,IN,INR,30201020.0,1800342394.0,30357.0,7.2307527543,380863841.0,0.6007,0.6079,1.0,1674115425.306276,2753932267.324027,0.61,0.001306919577516522
177487,2023-12-18,2027,BR171B,BRSMFTACNOR1,BF4XNJ,SMARTFIT ESCOLA SA COM NPV,BR,BRL,40501030.0,1265803052.0,342240.0,4.69358046103,586242289.0,0.4128,0.4227,1.0,1163090901.7468748,2751575353.079902,0.42,0.0009188823167483352
175901,2023-12-18,2027,TW03JB,TW0002388006,614682,VIA TECHNOLOGIES,TW,TWD,10102010.0,1161119604.0,38655.0,5.5217690565,498269941.0,0.4781,0.4782,1.0,1315686743.3833866,2751331541.997881,0.48,0.0008428896344179691
175581,2023-12-18,2027,IN09N1,INE640A01023,641151,SKF India Ltd,IN,INR,50204000.0,1335295696.0,5342.0,55.207936452400006,49437963.0,0.4782,0.4782,1.0,1305183739.1718972,2729367919.640103,0.48,0.0009693289969129895
175709,2023-12-18,2027,IN10U0,INE120A01034,B6X576,Carborundum Univ,IN,INR,55101000.0,1879064557.0,31746.0,14.309815587635,189957262.0,0.69,0.6901,1.0,1875866663.5778008,2718253388.7520657,0.6900000000000001,0.0013640662271494066
175560,2023-12-18,2027,IN60FQ,INE600L01024,BYY2W0,DR LAL PATHLABS,IN,INR,20102020.0,1247895676.0,287102.0,32.245200155805,83464852.0,0.4886,0.4923,1.0,1324947104.745218,2691340858.7146416,0.49,0.0009058828448954552
175638,2023-12-18,2027,IN05T3,INE821I01022,BMTY04,IRB Infrast Dvlp,IN,INR,50101010.0,771955255.0,149287.0,0.4452368984530001,6039000000.0,0.2518,0.25,1.0,672196407.4394169,2688785629.7576675,0.25,0.0005603842019654507
175680,2023-12-18,2027,IN08AN,INE140A01024,B058J5,PIRAMAL ENTERPRISES,IN,INR,30201020.0,1394416291.0,2406.0,11.114134643985,238663700.0,0.563,0.5357,1.0,1420965943.938431,2652540496.431643,0.54,0.0010122463126954924
176474,2023-12-18,2027,KR22L0,KR7277810008,BM9Q3J,RAINBOW ROBOTICS,KR,KRW,50204000.0,1166666212.0,335037.0,137.50582676,19250946.0,0.4287,0.4287,1.0,1134819163.2067747,2647117245.642114,0.43,0.0008469160743930363
175867,2023-12-18,2027,TW04YR,TW0002812005,686997,Taichung Comm Bk,TW,TWD,30101010.0,1943994385.0,41432.0,0.50576203532,5226095343.0,0.7187,0.73,1.0,1929507250.739999,2643160617.452053,0.73,0.001411200629839021
175381,2023-12-18,2027,IN0BJZ,INE325A01013,614385,TIMKEN INDIA,IN,INR,50204000.0,1218736947.0,4906.0,35.134503433,75218734.0,0.423,0.423,1.0,1117892923.1423905,2642772867.9489136,0.42,0.0008847156969614835
175384,2023-12-18,2027,IN04LU,INE935A01035,669875,Glenmark Phrm,IN,INR,20103015.0,1514383808.0,5734.0,9.353212518,282168156.0,0.5455,0.5455,1.0,1439671996.6041365,2639178728.880177,0.55,0.0010993341339654203
175643,2023-12-18,2027,IN0BBR,INE763G01038,BF2LT0,ICICI SECURITIES,IN,INR,30202015.0,715790609.0,305333.0,8.146288364235001,323095550.0,0.2521,0.2522,1.0,663797844.8181794,2632029519.501108,0.25,0.0005196126933533588
175552,2023-12-18,2027,IN303B,INE128S01021,BP5JGC,FIVE-STAR BUSINESS FINANCE,IN,INR,30201020.0,718002846.0,359440.0,9.0294474693,291434920.0,0.2784,0.2803,1.0,737608413.1309594,2631496300.859648,0.28,0.0005212186189012113
175496,2023-12-18,2027,IN04R0,INE233A01035,B1BFBC,Godrej Indus,IN,INR,50203000.0,1563750086.0,31759.0,7.771560298610001,336638257.0,0.5664,0.5664,1.0,1481818236.216708,2616204513.09447,0.5700000000000001,0.0011351705145352172
177382,2023-12-18,2027,SA22DJ,SA000A0LE310,B1P6WF,ADVANCED PETROCHEMICALS,SA,SAR,55201020.0,975007391.0,34316.0,9.969376096679998,260000000.0,0.9204,0.9204,0.4114515,981604607.1050172,2592037785.1368,0.38,0.0007077855033397643
177384,2023-12-18,2027,SA226C,SA000A0HNGZ6,B128FF,ALDREES PTL& TRANSVS,SA,SAR,60101020.0,1353773054.0,29286.0,34.43966287943999,75000000.0,1.0,1.0,0.49,1265657610.81942,2582974715.958,0.49,0.0009827422348567612
175725,2023-12-18,2027,IN05PZ,INE136B01020,B19HGC,Cyient Ltd,IN,INR,10101010.0,2402951105.0,38856.0,23.33986262184,110607559.0,0.8083,0.8087,1.0,2087711803.1160245,2581565231.9970627,0.81,0.001744370322781756
175610,2023-12-18,2027,IN315E,INE672A01018,646137,TATA INVESTMENT CORPORATION,IN,INR,30202010.0,703554393.0,45172.0,50.78434658331,50595296.0,0.2662,0.2662,1.0,683987336.4575858,2569449047.549158,0.27,0.0005107300773029806
175628,2023-12-18,2027,IN3019,INE171Z01018,BDVPZL,BHARAT DYNAMICS,IN,INR,50201020.0,844975690.0,305086.0,13.932089697485,183281250.0,0.2507,0.2507,1.0,640160147.2872,2553490814.867172,0.25,0.0006133918056181327
175385,2023-12-18,2027,IN403C,INE217B01036,BDB5J6,KAJARIA CERAMICS,IN,INR,50101035.0,1557473616.0,4666.0,15.993393840875,159251300.0,0.594,0.594,1.0,1512899443.779374,2546968760.571337,0.59,0.0011306142470451927
175661,2023-12-18,2027,IN157I,INE372A01015,B01WBY,APAR INDUSTRIES,IN,INR,50202010.0,1004271753.0,4987.0,66.296889370375,38268619.0,0.4027,0.4027,1.0,1021686304.1605524,2537090400.200031,0.4,0.0007290293332627799
175587,2023-12-18,2027,IN20QX,INE872J01023,BKVD65,DEVYANI INTERNATIONAL,IN,INR,40501040.0,1084493138.0,343352.0,2.1020745569300003,1205498878.0,0.407,0.4072,1.0,1031864557.2835156,2534048519.8514624,0.41,0.0007872643106434159
177201,2023-12-18,2027,MY245V,MYL3034OO005,629774,HAP SENG CONSOLIDATED,MY,MYR,50203000.0,624370645.0,48883.0,1.015126912316,2489681583.0,0.2548,0.2548,1.0,643966939.8346041,2527342778.000801,0.25,0.0004532483500341982
177053,2023-12-18,2027,PL303G,PLALIOR00045,B8W8F1,ALIOR BANK,PL,PLN,30101010.0,1685302874.0,264718.0,19.342202886664,130553991.0,0.6809,0.6809,1.0,1719409893.0817072,2525201781.585706,0.68,0.0012234091289611993
177377,2023-12-18,2027,SA25V4,SA14QG523GH3,BKBF69,ARABIAN CENTRES COMPANY,SA,SAR,35101010.0,958785381.0,316947.0,5.293898643852,475000000.0,0.3384,0.376,1.0,945490297.7919672,2514601855.8297,0.38,0.0006960094864407984
175430,2023-12-18,2027,IN10SY,INE176A01028,BYMFG1,Bata India Ltd,IN,INR,40204025.0,1114468394.0,5231.0,19.440892044625,128527540.0,0.431,0.431,1.0,1076935402.8874266,2498690029.9012218,0.43,0.0008090241986725091
175637,2023-12-18,2027,IN04GP,INE322A01010,613993,GILLETTE INDIA,IN,INR,45201020.0,473166328.0,5573.0,76.09917600222,32585217.0,0.1974,0.1974,1.0,489494391.485467,2479708163.553531,0.2,0.0003434848501850054
177397,2023-12-18,2027,SA24FN,SA1330R2TQ16,B7J4PX,CATRION CATERING HOLDING,SA,SAR,50205020.0,953188942.0,263827.0,30.22800131988,82000000.0,0.549,0.5612,0.6687455,930254586.459898,2478696108.23016,0.38,0.0006919468727302884
177374,2023-12-18,2027,SA26MW,SA15D1I1VJH7,BP4DC8,ARABIAN CONTRACTING SERVICES,SA,SAR,40301020.0,830839779.0,346575.0,49.36707093863999,50000000.0,0.3,0.3,1.0,740506064.0795999,2468353546.932,0.3,0.0006031301471172269
173943,2023-12-18,2027,CN2CW9,KYG2215N1097,BP2TRS,CLOUD MUSIC,CN,HKD,40301010.0,603084789.0,348483.0,11.523269673,213667126.0,0.2329,0.2338,1.0,575649246.8951411,2462143913.1528707,0.23,0.0004377963437806602
175641,2023-12-18,2027,IN70CO,INE947Q01028,BMZ1CH,LAURUS LABS,IN,INR,20103015.0,1989116084.0,294681.0,4.56148979724,538650925.0,0.7696,0.7696,1.0,1890946217.6898043,2457050698.6613884,0.77,0.0014439557501930373
175578,2023-12-18,2027,IN0BAQ,INE466L01038,BQKRHR,360 ONE WAM,IN,INR,30202010.0,1958256122.0,319372.0,6.827245573235,357086638.0,0.682,0.6832,1.0,1665585692.7512212,2437918168.5468693,0.68,0.001421553629000075
176019,2023-12-18,2027,TW30C4,KYG5138S1057,BYRP84,JINAN ACETATE CHEMICAL,TW,TWD,55201020.0,1237130567.0,286157.0,28.3930965398,85813350.0,0.5032,0.5575,1.0,1358352502.5066578,2436506730.953646,0.56,0.0008980681471173617
175611,2023-12-18,2027,IN0BDT,INE258G01013,BL1N1S,SUMITOMO CHEMICAL INDIA,IN,INR,55201015.0,620396995.0,322504.0,4.87686093727,499145736.0,0.25,0.25,1.0,608566085.475821,2434264341.903284,0.25,0.0004503637648594525
177497,2023-12-18,2027,BR16BK,BRGGPSACNOR9,BLFG6N,GPS PART. E EMPREENDIMENTOS ON,BR,BRL,50205020.0,1745905508.0,338804.0,3.6190242431700006,672170267.0,0.6088,0.6655,1.0,1618895627.3002553,2432600491.8110523,0.67,0.001267402298864673
177362,2023-12-18,2027,SA24QY,SA13J051UJH4,BP7RRL,AL HAMMADI HOLDING,SA,SAR,20101010.0,1033672466.0,277605.0,15.193968917399998,160000000.0,0.7596,0.7596,0.540811,998669275.547714,2431035026.7839994,0.41,0.0007503721442417921
177537,2023-12-18,2027,BR0406,BRMDIAACNOR7,B1FRH8,M Dias Branco,BR,BRL,45102020.0,975664055.0,32854.0,7.152894974736,339000000.0,0.3668,0.3668,1.0,889428156.2125429,2424831396.435504,0.37,0.0007082621943516022
175893,2023-12-18,2027,TW08ZW,TW0006531007,BWY531,AP MEMORY TECH.,TW,TWD,10102010.0,1940819565.0,283554.0,14.9807995272,161853246.0,0.835,0.835,1.0,2024617011.0124087,2424691031.152585,0.84,0.0014088959380054457
175433,2023-12-18,2027,IN60P0,INE105A01035,B84NYN,TVS HOLDINGS,IN,INR,40101025.0,534414577.0,4820.0,72.72122732745001,33326545.0,0.5934,0.2555,1.0,619216323.6482823,2423547254.9834924,0.26,0.00038794669031801446
175688,2023-12-18,2027,IN117E,INE944F01028,B0VY3T,RADICO KHAITAN,IN,INR,45101015.0,1663434419.0,21239.0,18.09007231366,133673765.0,0.6605,0.6606,1.0,1597441830.536041,2418168075.289193,0.66,0.0012075341975788197
175710,2023-12-18,2027,IN40CL,INE769A01020,B0VX28,AARTI INDUSTRIES,IN,INR,55201020.0,1426679517.0,5151.0,6.646176971925001,362504035.0,0.5418,0.5427,1.0,1307508641.7273695,2409265969.6468945,0.54,0.0010356671030039165
175678,2023-12-18,2027,IN709L,INE572E01012,BD6FGZ,PNB HOUSING FINANCE,IN,INR,30201025.0,494803181.0,293920.0,9.277067775065,259543696.0,0.1943,0.1946,1.0,468558747.6013058,2407804458.3828664,0.19,0.0003591916551104396
175616,2023-12-18,2027,IN0B6M,INE716A01013,629179,Whirlpool India,IN,INR,40202020.0,513780510.0,31653.0,18.97622924325,126871830.0,0.25,0.25,1.0,601887232.6476606,2407548930.5906425,0.25,0.0003729678361756243
177492,2023-12-18,2027,BR30BG,BRSMTOACNOR3,B1P3R4,SAO MARTINHO,BR,BRL,45102035.0,978158483.0,34230.0,6.714962629344,354011329.0,0.4626,0.4626,1.0,1099680157.9116845,2377172844.599404,0.46,0.0007100729703455297
175531,2023-12-18,2027,IN20U1,INE07Y701011,BK709V,HITACHI ENERGY INDIA,IN,INR,50202010.0,662967760.0,324785.0,56.02214559339,42381675.0,0.25,0.25,1.0,593578091.8354343,2374312367.3417373,0.25,0.00048126708991238414
177376,2023-12-18,2027,SA2307,SA11RGL0IU14,B3CQKT,ASTRA INDUSTRIAL GROUP,SA,SAR,30202000.0,932708723.0,153500.0,29.534943088559995,80000000.0,0.4597,0.4597,0.8022623,871398911.9986364,2362795447.0848,0.37,0.0006770797012121766
176406,2023-12-18,2027,KR190L,KR7058470006,643013,LEENO INDUSTRIAL,KR,KRW,10102020.0,1574682512.0,5819.0,154.86845652,15242370.0,0.6538,0.6538,1.0,1543335641.9436948,2360562315.6067524,0.65,0.0011431066724664905
176261,2023-12-18,2027,KR70AC,KR7267260008,BD4HFR,HD HYUNDAI ELECTRIC,KR,KRW,50202010.0,1271122546.0,297125.0,65.18737334,36047135.0,0.5414,0.5414,1.0,1272191490.6904008,2349818047.082381,0.54,0.0009227438882328767
175808,2023-12-18,2027,TW090Y,TW0006592009,BYQKH2,HOTAI FINANCE,TW,TWD,30201020.0,738920717.0,309219.0,4.1453280743,566500448.0,0.3165,0.3165,1.0,743246511.8441441,2348330211.1979275,0.32,0.0005364034944120999
175871,2023-12-18,2027,TW15FA,TW0001519007,634760,FORTUNE ELECTRIC,TW,TWD,10102015.0,2144877611.0,44920.0,8.962871512,261058548.0,0.7519,0.7564,1.0,1769850606.151096,2339834222.8332844,0.76,0.0015570274579629585
175494,2023-12-18,2027,IN02GN,INE472A01039,B1FDHG,Blue Star Ltd,IN,INR,50101025.0,1821727035.0,5380.0,12.024274169775,192627776.0,0.7466,0.7626,1.0,1766341129.3143623,2316209191.338005,0.76,0.0013224432946017856
177379,2023-12-18,2027,SA274F,SA15H14I11H6,BPW7GB,AL DAWAA MEDICAL SERVICES,SA,SAR,45201015.0,785482403.0,353056.0,27.24251970804,85000000.0,0.3819,0.3419,1.0,791708486.4952044,2315614175.1834,0.34,0.0005702039421482526
177391,2023-12-18,2027,SA25R0,SA14K0Q0SJ16,BF12ZV,LEEJAM SPORTS,SA,SAR,40501030.0,873700901.0,308577.0,44.03585377463999,52383361.0,0.4889,0.4889,0.6925752,781064239.3866317,2306746025.2201786,0.34,0.0006342442505471126
177041,2023-12-18,2027,ID2164,ID1000144900,BFYR4R,MD PICTURES,ID,IDR,40301010.0,648095224.0,308093.0,0.24117016,9511217000.0,0.2727,0.2727,1.0,625525184.5942231,2293821725.68472,0.27,0.0004704706944431125
175684,2023-12-18,2027,IN18GU,INE914M01019,BZ2YSF,ASTER DM HEALTHCARE,IN,INR,20101010.0,1193628293.0,304525.0,4.57827761458,499513060.0,0.5027,0.5028,1.0,1149858076.8843856,2286909460.7883563,0.5,0.0008664886132761518
175579,2023-12-18,2027,IN809M,INE269A01021,628992,SONATA SOFTWARE,IN,INR,10101015.0,1748980164.0,38584.0,16.2961741179,140212408.0,0.6828,0.6828,1.0,1560147345.9753864,2284925814.258035,0.68,0.0012696342788113323
175691,2023-12-18,2027,IN05GQ,INE043D01016,B0C5QR,IDFC,IN,INR,30202010.0,2024081940.0,24844.0,1.419170130135,1599984436.0,0.8366,0.8366,1.0,1899625890.6029024,2270650120.2520943,0.84,0.0014693384562290222
174047,2023-12-18,2027,CN17HO,HK0000112026,B890GY,CHINA NONFERROUS MINING CORP,CN,HKD,55102040.0,679320969.0,262018.0,0.6056118394810001,3739036000.0,0.3046,0.3046,1.0,689737601.5149943,2264404469.8456807,0.3,0.0004931383478845049
175672,2023-12-18,2027,IN70KW,INE791I01019,B29ZGD,BRIGADE ENTERPRISES,IN,INR,35101010.0,1597131004.0,148512.0,9.787297509220002,230792555.0,0.6681,0.6682,1.0,1509353813.4100173,2258835398.6980205,0.67,0.0011594026691492878
175236,2023-12-18,2027,TR005P,TREMGTI00012,B50PPK,Migros Ticaret AS,TR,TRY,45201010.0,1044912241.0,23382.0,12.4688142679,181054233.0,0.5082,0.5082,1.0,1147277560.9973369,2257531603.694091,0.51,0.0007585314155244861
177378,2023-12-18,2027,SA229F,SA000A0KDVM8,B19NK9,EMAAR THE ECONOMIC CITY,SA,SAR,35101010.0,994711477.0,32722.0,1.983212785008,1133333334.0,0.5603,0.5603,0.7752989,976375259.7090852,2247641157.6645417,0.43,0.00072208925791239
175272,2023-12-18,2027,515183,TRABRYAT91Q2,B03MQ2,BORUSAN YATIRIM VE PAZ.,TR,TRY,55102010.0,592253385.0,43783.0,79.6479087912,28125000.0,0.2381,0.2381,1.0,533367199.2145703,2240097434.7525,0.24,0.0004299335205828242
175535,2023-12-18,2027,IN086J,INE182A01018,612496,Pfizer,IN,INR,20103015.0,843167737.0,40815.0,48.95807188268,45747732.0,0.3608,0.3608,1.0,808091247.2225894,2239720751.72558,0.36,0.0006120793612859854
175519,2023-12-18,2027,IN0AJY,INE517B01013,632606,TATA TLSVS.MAHARASTRA,IN,INR,15102015.0,588983833.0,11956.0,1.141691492101,1954927727.0,0.2564,0.2564,1.0,572265404.2600265,2231924353.5882463,0.26,0.0004275600601051123
175668,2023-12-18,2027,IN0218,INE058A01010,610025,SANOFI INDIA LTD,IN,INR,20103015.0,752409309.0,43298.0,96.529949705,23030622.0,0.3365,0.3365,1.0,748088219.5921826,2223144783.3348665,0.34,0.0005461952457015675
175428,2023-12-18,2027,IN19BQ,INE064C01022,BL0KWD,TRIDENT,IN,INR,55101020.0,599502805.0,4863.0,0.434924382087,5095955670.0,0.2619,0.2619,1.0,580463471.6432918,2216355370.9174943,0.26,0.0004351960800577414
177558,2023-12-18,2027,BR00EG,BRCIELACNOR3,B614LY,CIELO SA INSTITUICAO DE PAGAMENTO,BR,BRL,50205015.0,1029235646.0,213324.0,0.815040753924,2716815061.0,0.4129,0.4129,1.0,914290661.678912,2214314995.589518,0.41,0.0007471513308347193
177129,2023-12-18,2027,PL10CN,PLKRK0000010,B4PTLY,KRUK,PL,PLN,30201020.0,2070094796.0,251123.0,114.47937650464,19318790.0,0.9092,0.9094,1.0,2011231799.1414928,2211603034.024074,0.91,0.001502740492710672
175440,2023-12-18,2027,IN806J,INE149A01033,BF93XC,CHOLAMANDALAM FIN HOLDINGS,IN,INR,30201020.0,1427655377.0,5356.0,11.773656039485,187777462.0,0.61,0.61,1.0,1348604622.2288337,2210827249.555465,0.61,0.001036375507440298
175445,2023-12-18,2027,IN60GR,INE048G01026,BF1BKG,NAVIN FLUORINE INTL.,IN,INR,55201020.0,1642922736.0,13489.0,44.319238212695,49562720.0,0.7119,0.7119,1.0,1563746721.634746,2196581994.1491027,0.71,0.0011926441854512083
176476,2023-12-18,2027,KR22WB,KR7328130000,BNRKTL,LUNIT,KR,KRW,20101025.0,1700513233.0,356413.0,77.35671652,28383502.0,0.8024,0.8764,1.0,1924271619.6267788,2195654518.058853,0.88,0.001234450759722328
175950,2023-12-18,2027,TW18VT,TW0003023008,634935,SINBON Elec,TW,TWD,50202010.0,2219327436.0,9946.0,9.1709381721,239056037.0,1.0,1.0,1.0,2192368134.99425,2192368134.99425,1.0,0.001611072696335087
177383,2023-12-18,2027,SA20MQ,SA0007879170,B136MP,NATIONAL INDZT,SA,SAR,55201000.0,813688971.0,9556.0,3.25204247004,668914166.0,0.9377,0.9377,0.4055668,827280740.9865539,2175337276.6433864,0.38,0.0005906798894217305
175189,2023-12-18,2027,TR20TF,TREPOLT00013,BK1PVV,POLITEKNIK METAL,TR,TRY,55201020.0,347096487.0,274287.0,579.856185412,3750000.0,0.1969,0.1969,1.0,428151310.9035854,2174460695.295,0.2,0.0002519671789429122
175673,2023-12-18,2027,IN501B,INE536H01010,B16NQ8,CIE AUTOMOTIVE INDIA,IN,INR,40101025.0,748513029.0,74748.0,5.712054849935001,379362377.0,0.343,0.343,1.0,743259975.9610221,2166938705.42572,0.34,0.0005433668256030037
177402,2023-12-18,2027,SA216B,SA0007879469,B132HD,SAUDI CEMENT,SA,SAR,50101030.0,905359689.0,42417.0,14.074413312959996,153000000.0,0.9312,0.9312,0.4575816,917557419.1161308,2153385236.88288,0.43,0.0006572262621775321
177431,2023-12-18,2027,QA2013,QA000A0Q5NE9,B3WYBN,VODAFONE QATAR,QA,QAR,15102015.0,777787081.0,213678.0,0.5053550980320001,4227000000.0,0.377,0.3722,1.0,795069818.9697065,2136135999.3812644,0.37,0.0005646176897716984
175441,2023-12-18,2027,IN077J,INE338I01027,B233M1,MOTILAL OSWAL FINL.SVS.,IN,INR,30202015.0,775333461.0,138979.0,14.412940751295,147951126.0,0.3486,0.3499,1.0,746130543.5125709,2132410813.1253808,0.35,0.0005628365374617417
175318,2023-12-18,2027,CN4D6M,US86366E1064,BQS948,STRUCTURE THERAPEUTICS ADR,CN,USD,20103010.0,1294623152.0,361072.0,55.69,38268494.0,1.0,1.0,1.0,2131172430.86,2131172430.86,1.0,0.0009398036442922023
177343,2023-12-18,2027,MY23AZ,MYL5211OO007,B6VGS9,SUNWAY,MY,MYR,35101010.0,815779929.0,255041.0,0.424936847016,4999644399.0,0.3402,0.3718,1.0,789901416.6603398,2124533127.112264,0.37,0.0005921977751056271
173755,2023-12-18,2027,TH303G,TH3871010Z01,BX8ZRM,WHA CORPORATION,TH,THB,35101010.0,803280396.0,264246.0,0.142136506,14946601519.0,0.6768,0.6768,0.5449173,783500066.6841195,2124457716.484952,0.37,0.0005831240097807887
175444,2023-12-18,2027,IN829O,INE410B01037,BKKKN1,VINATI ORGANICS,IN,INR,55201020.0,600873387.0,252193.0,20.499723666855,102782050.0,0.2813,0.2813,1.0,592700119.1253915,2107003622.9128745,0.28,0.00043619102438297724
176319,2023-12-18,2027,KR1KMI,KR7214150005,BWT5WS,CLASSYS,KR,KRW,20102010.0,495706616.0,281827.0,32.32239558,64776702.0,0.2623,0.2623,1.0,549187526.295809,2093738186.4117768,0.26,0.0003598474841863135
175679,2023-12-18,2027,IN12V3,INE836A01035,B1LQJY,BIRLASOFT,IN,INR,10101010.0,1445133677.0,8626.0,7.5785003992,275381945.0,0.6085,0.6089,1.0,1270763449.4720068,2086982180.1149728,0.61,0.0010490635008619021
177484,2023-12-18,2027,BR172C,BRVAMOACNOR7,BJLSQZ,VAMOS L CAM MAQ SA COM NPV,BR,BRL,50206050.0,892446000.0,334887.0,1.871349790726,1104324569.0,0.3994,0.3994,1.0,825391073.9060371,2066577551.0917304,0.4,0.0006478518492723501
175577,2023-12-18,2027,IN07LX,INE139A01034,613944,National Alum,IN,INR,55102035.0,1244166775.0,4572.0,1.103319338181,1836631787.0,0.4872,0.4872,1.0,987257874.3507614,2026391367.7150276,0.49,0.0009031759299576287
177635,2023-12-18,2027,B28XVV,GRS496003005,B28XVV,TERNA ENERGY,GR,EUR,65101010.0,905161276.0,140127.0,17.119359,118105090.0,0.4501,0.4501,1.0,910049734.2903332,2021883435.43731,0.45,0.0006570822285564842
175392,2023-12-18,2027,IN10TZ,INE233B01017,609860,Blue Dart Ex,IN,INR,50206040.0,536577744.0,36708.0,85.13821651,23727934.0,0.25,0.25,1.0,505038495.5567476,2020153982.2269905,0.25,0.0003895169945618958
175502,2023-12-18,2027,IN506G,INE191H01014,B0LX4M,PVR INOX,IN,INR,40301010.0,1667646681.0,30341.0,20.60224926561,97972813.0,0.7795,0.7798,1.0,1573995353.3866808,2018460314.678996,0.78,0.0012105919979682209
