RIC;Name;Country;ISO;Weight
200130.KQ;KOLMARBNH CO LTD ORD;KOREA;KR;0.000063
200880.KS;SEOYON E HWA CO LTD ORD;KOREA;KR;0.000188
STC.KW;KUWAIT TELECOMMUNICATIONS COMPANY KSCP ORD;KUWAIT;KW;0.000534
6443.TW;TSEC CORP ORD;TAIWAN;TW;0.000406
3707.TWO;EPISIL TECHNOLOGIES INC ORD;TAIWAN;TW;0.000471
1811.HK;CGN NEW ENERGY HOLDINGS CO LTD ORD;HONG KONG;HK;0.000276
194480.KQ;DEVSISTERS CORP ORD;KOREA;KR;0.000254
1303.SE;ELECTRICAL INDUSTRIES COMPANY JSC ORD;SAUDI ARABIA;SA;0.000306
6472.TW;BORA PHARMACEUTICALS CO LTD ORD;TAIWAN;TW;0.000934
204320.KS;HL MANDO CORP ORD;KOREA;KR;0.000877
AMANT.DU;AMANAT HOLDINGS PJSC ORD;UNITED ARAB EMIRATES;AE;0.000308
PDSL.NS;PDS LIMITED ORD;INDIA;IN;0.000186
ATRD.NS;ASTER DM HEALTHCARE LTD ORD;INDIA;IN;0.000547
4031.SE;SAUDI GROUND SERVICES CO ORD;SAUDI ARABIA;SA;0.000831
MEZZ.KW;MEZZAN HOLDING COMPANY KSCP ORD;KUWAIT;KW;0.000088
BAn.BK;BANGKOK  AIRWAYS NVDR;THAILAND;TH;0.000274
GALX.NS;GALAXY SURFACTANTS LTD ORD;INDIA;IN;0.000291
196170.KQ;ALTEOGEN INC ORD;KOREA;KR;0.002381
MOMO.OQ;HELLO GROUP ADR;CHINA;CN;0.000889
SMU.SN;SMU SA ORD;CHILE;CL;0.000489
1478.HK;Q TECHNOLOGY (GROUP) COMPANY LTD ORD;CHINA;CN;0.000263
CBGn.BK;CARABAO GROUP NVDR;THAILAND;TH;0.000753
112610.KS;CS WIND CORP ORD;KOREA;KR;0.001216
178920.KS;PI ADVANCED MATERIALS CO LTD ORD;KOREA;KR;0.00035
0520.HK;XIABUXIABU CATERING MANAGEMENT (CHINA) HOLDINGS CO LTD ORD;CHINA;CN;0.000212
AGUA.MX;GRUPO ROTOPLAS SAB DE CV ORD;MEXICO;MX;0.000323
1381.HK;CANVEST ENVIRONMENTAL PROTECTION GROUP COMPANY LTD ORD;HONG KONG;HK;0.000237
INEE.NS;INTELLECT DESIGN ARENA LTD ORD;INDIA;IN;0.000688
6469.TWO;GREAT TREE PHARMACY CO LTD ORD;TAIWAN;TW;0.000569
6491.TW;PEGAVISION CORP ORD;TAIWAN;TW;0.000421
EPGn.BK;EASTERN POLYMER NVDR;THAILAND;TH;0.0001
VRLL.NS;VRL LOGISTICS LTD ORD;INDIA;IN;0.000298
6510.TWO;CHUNGHWA PRECISION TEST TECH CO LTD ORD;TAIWAN;TW;0.000399
FINE.NS;FINEOTEX CHEMICAL LTD ORD;INDIA;IN;0.000173
SYNN.NS;SYNGENE INTERNATIONAL LTD ORD;INDIA;IN;0.001322
213420.KQ;DUK SAN NEOLUX CO LTD ORD;KOREA;KR;0.000322
PLANBn.BK;PLAN B MEDIA NVDR;THAILAND;TH;0.000446
1858.HK;BEIJING CHUNLIZHENGDA MEDICAL INSTRUMENTS CO LTD ORD;CHINA;CN;0.000116
1202.SE;MIDDLE EAST COMPANY FOR MANUFACTURING AND PRODUCING PAPER SJSC ORD;SAUDI ARABIA;SA;0.000284
MFPC.CA;MISR FERTILIZERS PRODUCTION CO SAE ORD;EGYPT;EG;0.000418
214150.KQ;CLASSYS INC ORD;KOREA;KR;0.000482
215000.KQ;GOLFZON CO LTD ORD;KOREA;KR;0.000268
6826.HK;SHANGHAI HAOHAI BIOLOGICAL TECHNOLOGY CO LTD ORD;CHINA;CN;0.00011
AVNT.NS;AVANTI FEEDS LTD ORD;INDIA;IN;0.00025
215200.KQ;MEGASTUDYEDU CO LTD ORD;KOREA;KR;0.000339
BRIH.NS;BRIGHTCOM GROUP LTD ORD;INDIA;IN;0.000276
PIVI.NS;PRIVI SPECIALITY CHEMICALS LTD ORD;INDIA;IN;0.000101
PNCI.NS;PNC INFRATECH LTD ORD;INDIA;IN;0.000399
6531.TW;AP MEMORY TECHNOLOGY CORP ORD;TAIWAN;TW;0.001272
6456.TW;GENERAL INTERFACE SOLUTION (GIS) HOLDING LTD ORD;TAIWAN;TW;0.000444
210980.KS;SK D&D CO LTD ORD;KOREA;KR;0.000132
CBOM.MM;MOSKOVSKIY KREDITNYI BANK PAO ORD;RUSSIAN FEDERATION;RU;0
2666.HK;GENERTEC UNIVERSAL MEDICAL GROUP CO LTD ORD;CHINA;CN;0.000404
NEMAKA.MX;NEMAK SAB DE CV ORD;MEXICO;MX;0.000589
214320.KS;INNOCEAN WORLDWIDE INC ORD;KOREA;KR;0.000411
087010.KQ;PEPTRON INC ORD;KOREA;KR;0.000525
214450.KQ;PHARMARESEARCH CO LTD ORD;KOREA;KR;0.000523
Q.MX;QUALITAS CONTROLADORA SAB DE CV ORD;MEXICO;MX;0.001781
6548.TWO;CHANG WAH TECHNOLOGY CO LTD ORD;TAIWAN;TW;0.000388
4438.TW;QUANG VIET ENTERPRISE CO LTD ORD;TAIWAN;TW;0.000186
6547.TWO;MEDIGEN VACCINE BIOLOGICS CORP ORD;TAIWAN;TW;0.000427
6533.TW;ANDES TECHNOLOGY CORP ORD;TAIWAN;TW;0.000566
3413.TW;FOXSEMICON INTEGRATED TECHNOLOGY INC ORD;TAIWAN;TW;0.000454
222800.KQ;SIMMTECH CO LTD ORD;KOREA;KR;0.000629
COM7n.BK;COM7 NVDR;THAILAND;TH;0.000088
COM7f.BK;COM7 PCL ORD;THAILAND;TH;0.000579
222080.KQ;CREATIVE & INNOVATIVE SYSTEM CORP ORD;KOREA;KR;0.000322
POMP.NS;POWER MECH PROJECTS LTD ORD;INDIA;IN;0.000194
4927.TW;APEX INTERNATIONAL CO LTD ORD;TAIWAN;TW;0.000143
8478.TW;ALEXANDER MARINE CO LTD ORD;TAIWAN;TW;0.00027
TLSV.NS;TEAMLEASE SERVICES LTD ORD;INDIA;IN;0.00037
225570.KQ;NEXON GAMES CO LTD ORD;KOREA;KR;0.00025
DLPA.NS;DR. LAL PATHLABS LTD ORD;INDIA;IN;0.001054
SJWDn.BK;SCGJWD LOGISTICS NVDR;THAILAND;TH;0.000094
QUEC.NS;QUESS CORP LTD ORD;INDIA;IN;0.000336
ORIn.BK;ORIGIN PROPERT NVDR;THAILAND;TH;0.000184
DCPJ.J;DIS-CHEM PHARMACIES LTD ORD;SOUTH AFRICA;ZA;0.000601
NARY.NS;NARAYANA HRUDAYALAYA LTD ORD;INDIA;IN;0.000855
182400.KQ;NKMAX CO LTD ORD;KOREA;KR;0.000259
IFIB.NS;INFIBEAM AVENUES LTD ORD;INDIA;IN;0.000208
192080.KS;DOUBLEU GAMES CO LTD ORD;KOREA;KR;0.000342
089590.KS;JEJUAIR CO LTD ORD;KOREA;KR;0.000303
4763.TW;JINAN ACETATE CHEMICAL CO LTD ORD;CAYMAN ISLANDS;KY;0.000974
214370.KQ;CAREGEN CO LTD ORD;KOREA;KR;0.000329
SPRCn.BK;STAR PETROLEUM REFINING NVDR;THAILAND;TH;0.000374
1558.HK;YICHANG HEC CHANGJIANG PHARMACEUTICAL CO LTD ORD;CHINA;CN;0.000314
140860.KQ;PARK SYSTEMS CORP ORD;KOREA;KR;0.000614
4320.SE;AL-ANDALUS PROPERTY COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000164
145020.KQ;HUGEL INC ORD;KOREA;KR;0.000682
UJVF.NS^E24;UJJIVAN FINANCIAL SERVICES LTD ORD;INDIA;IN;0.000172
2869.HK;GREENTOWN SERVICE GROUP CO LTD ORD;CHINA;CN;0.000448
LACOMERUBC.MX;LA COMER SAB DE CV;MEXICO;MX;0.001065
4009.SE;MIDDLE EAST HEALTHCARE COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000781
ARTO.JK;BANK JAGO TBK PT ORD;INDONESIA;ID;0.000668
ENDU.NS;ENDURANCE TECHNOLOGIES LTD ORD;INDIA;IN;0.000593
6550.TW;POLARIS GROUP ORD;CAYMAN ISLANDS;KY;0.00066
CHIU.KL;CHIN HIN GROUP BHD ORD;MALAYSIA;MY;0.000374
MGAS.NS;MAHANAGAR GAS LTD ORD;INDIA;IN;0.000639
HCM.OQ;HUTCHMED CHINA ADR;HONG KONG;HK;0.001776
1579.HK;YIHAI INTERNATIONAL HOLDING LTD ORD;CHINA;CN;0.000701
XTB.WA;XTB SA ORD;POLAND;PL;0.000329
1789.HK;AK MEDICAL HOLDINGS LTD ORD;CHINA;CN;0.000406
CLHO.CA;CLEOPATRA HOSPITAL SAE ORD;EGYPT;EG;0.000022
PNBH.NS;PNB HOUSING FINANCE LTD ORD;INDIA;IN;0.000887
240810.KQ;WONIK IPS CO LTD ORD;KOREA;KR;0.000673
CROP.NS;CROMPTON GREAVES CONSUMER ELECTRICALS LTD ORD;INDIA;IN;0.001994
195870.KS;HAESUNG DS CO LTD ORD;KOREA;KR;0.00037
LAUL.NS;LAURUS LABS LTD ORD;INDIA;IN;0.001535
BLSN.NS;BLS INTERNATIONAL SERVICES LTD ORD;INDIA;IN;0.000349
144510.KQ;GC CELL CORP ORD;KOREA;KR;0.000288
SHEF.NS;SHEELA FOAM LTD ORD;INDIA;IN;0.000481
237690.KQ;ST PHARM CO LTD ORD;KOREA;KR;0.000436
COCH.NS;COCHIN SHIPYARD LTD ORD;INDIA;IN;0.000551
1458.HK;ZHOU HEI YA INTERNATIONAL HOLDINGS COMPANY LTD ORD;CHINA;CN;0.000243
3306.HK;JNBY DESIGN LTD ORD;CHINA;CN;0.000212
1610.HK;COFCO JOYCOME FOODS LTD ORD;CHINA;CN;0.000562
1357.HK;MEITU INC ORD;CHINA;CN;0.000928
249420.KS;IL DONG PHARMACEUTICAL CO LTD ORD;KOREA;KR;0.00025
CENA.NS;CENTRAL DEPOSITORY SERVICES (INDIA) LTD ORD;INDIA;IN;0.000906
BCPGf.BK;BCPG PCL ORD;THAILAND;TH;0.000146
189300.KQ;INTELLIAN TECHNOLOGIES INC ORD;KOREA;KR;0.000427
00088K.KS;HANWHA CORP ORD;KOREA;KR;0.000116
BPPf.BK;BANPU POWER PCL ORD;THAILAND;TH;0.000178
MASF.NS;MAS FINANCIAL SERVICES LTD ORD;INDIA;IN;0.000178
BPPn.BK;BANPU POWER NVDR;THAILAND;TH;0.000071
4330.SE;RIYAD REIT;SAUDI ARABIA;SA;0.000187
6589.TWO;EIRGENIX INC ORD;TAIWAN;TW;0.00051
BSEL.NS;BSE LTD ORD;INDIA;IN;0.001526
PSHn.BK;PRUKSA HOLDING NVDR;THAILAND;TH;0.000192
215600.KQ;SILLAJEN INC ORD;KOREA;KR;0.000368
TCIE.NS;TCI EXPRESS LTD ORD;INDIA;IN;0.000121
IGRD.QA;ESTITHMAR HOLDING QPSC ORD;QATAR;QA;0.000444
MOVI3.SA;MOVIDA PARTICIPACOES SA ORD;BRAZIL;BR;0.000267
ERIS.NS;ERIS LIFESCIENCES LTD ORD;INDIA;IN;0.00051
VKEJ.J;VUKILE PROPERTY FUND LTD ORD;SOUTH AFRICA;ZA;0.000546
145720.KS;DENTIUM CO LTD ORD;KOREA;KR;0.000573
183300.KQ;KOMICO LTD ORD;KOREA;KR;0.000301
WLCON.PS;WILCON DEPOT INC ORD;PHILIPPINES;PH;0.000508
178320.KQ;SEOJIN SYSTEM CO LTD ORD;KOREA;KR;0.000361
EMBA.NS;EMBASSY OFFICE PARKS REIT;INDIA;IN;0.001757
TEJS.NS;TEJAS NETWORKS LTD ORD;INDIA;IN;0.000577
TPIPPn.BK;TPI POLENE POWER NVDR;THAILAND;TH;0.000277
2001.HK;CHINA NEW HIGHER EDUCATION GROUP LTD ORD;CHINA;CN;0.000266
WHAUPn.BK;WHA UTILITIES AND POWER NVDR;THAILAND;TH;0.000056
AZUL4.SA;AZUL SA;BRAZIL;BR;0.000815
BARA.NS;BHARAT DYNAMICS LTD ORD;INDIA;IN;0.000789
GRSE.NS;GARDEN REACH SHIPBUILDERS & ENGINEERS LTD ORD;INDIA;IN;0.000303
MISR.NS;MISHRA DHATU NIGAM LTD ORD;INDIA;IN;0.000187
RITS.NS;RITES LTD ORD;INDIA;IN;0.000276
166090.KQ;HANA MATERIALS INC ORD;KOREA;KR;0.000304
267270.KS;HD HYUNDAI CONSTRUCTION EQUIPMENT CO LTD ORD;KOREA;KR;0.000466
267260.KS;HD HYUNDAI ELECTRIC CO LTD ORD;KOREA;KR;0.001233
4012.SE;THOB AL ASEEL CO SJSC ORD;SAUDI ARABIA;SA;0.000173
DIXO.NS;DIXON TECHNOLOGIES (INDIA) LTD ORD;INDIA;IN;0.002089
MAVI.IS;MAVI GIYIM SANAYI VE TICARET AS ORD;TURKEY;TR;0.000431
STAT.NS;STAR CEMENT LTD ORD;INDIA;IN;0.00018
ADMr.AT;HOLDING COMPANY ADMIE IPTO SA ORD;GREECE;GR;0.000235
LOTT.KL;LOTTE CHEMICAL TITAN HOLDING BHD ORD;MALAYSIA;MY;0.00018
6561.TWO;CHIEF TELECOM INC ORD;TAIWAN;TW;0.000239
MALO.NS;MAHINDRA LOGISTICS LTD ORD;INDIA;IN;0.000073
003380.KQ;HARIM HOLDINGS CO LTD ORD;KOREA;KR;0.000195
6069.HK;SY HOLDINGS GROUP LTD ORD;CHINA;CN;0.00022
272290.KQ;INNOX ADVANCED MATERIALS CO LTD ORD;KOREA;KR;0.000334
4766.TW;NAN PAO RESINS CHEMICAL CO LTD ORD;TAIWAN;TW;0.000331
BGRIMn.BK;B.GRIMM POWER NVDR;THAILAND;TH;0.000615
NIPF.NS;NIPPON LIFE INDIA ASSET MANAGEMENT LTD ORD;INDIA;IN;0.000561
