,Date,Internal_Number,InfoCode,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,Full_Mcap_Units_Index_Currency,Free_Float,Capfactor,FOR_FF,Weight
157283,2022-06-20,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,66315648.0,588948896.155048,0.1126,1.0,0.11,7.531160909832653e-05
157298,2022-06-20,EG8035,73190.0,EGS691D1C018,B1VR8V3,C I CAPITAL HOLDING,EG,EGP,30202015.0,21156490.0,211564873.0,0.1,1.0,0.1,2.4026445534734943e-05
157311,2022-06-20,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,28679333.0,360293113.5375,0.0796,1.0,0.08,3.2569789804311896e-05
157354,2022-06-20,PH1029,47068.0,PHY689911352,B1FHVG5,PHILEX MINING,PH,PHP,55102000.0,34539806.0,383775634.0412149,0.4424,0.2034358,0.09,3.922525748076885e-05
157366,2022-06-20,PH108F,36042.0,PHY3004J1017,BLR6CW3,DITO CME HOLDINGS,PH,PHP,15102015.0,130256915.0,937099476.4250001,0.139,1.0,0.14,0.0001479267436975
157373,2022-06-20,PH04PZ,28996.0,PHY2518H1143,B0XNCB0,First Gen Corp,PH,PHP,65101015.0,139232569.0,1135665329.3939676,0.1226,1.0,0.12,0.0001581199781126
157424,2022-09-19,TW501V,277753.0,TW0002634003,B6TJTG8,AEROSPACE INDV.,TW,TWD,50201020.0,106854917.0,1068548978.44368,0.6482,0.1542734,0.1,0.0001147184513099
157698,2022-09-19,TH80CU,285566.0,TH6820010002,BYMFLT6,THAI WAH,TH,THB,45102020.0,11412564.0,128519885.467215,0.7985,0.1112085,0.09,1.2252423232484236e-05
157714,2022-09-19,TH22LZ,35054.0,TH0171B10Z05,6791795,KGI SECURITIES,TH,THB,30202015.0,37606572.0,268134837.32239056,0.6503,0.2156734,0.14,4.037406812937839e-05
157792,2022-09-19,TH215I,26259.0,TH0308010Y08,B99J5K5,AP THAILAND,TH,THB,35101010.0,45866303.0,858919433.7957338,0.787,0.0678526,0.05,4.924163899237379e-05
157794,2022-09-19,TH901K,45101.0,TH0564B10Z00,BM909F2,NOBLE DEVELOPMENT,TH,THB,35101010.0,14608760.0,179910741.61677375,0.916,0.0886463,0.08,1.5683829718000827e-05
157850,2022-09-19,TH229N,45058.0,TH0616010Z03,B09C9S7,EASTERN WATER RESOURCES,TH,THB,65102030.0,22394674.0,290086493.0827092,0.4108,0.187926,0.08,2.4042715028937465e-05
157858,2022-09-19,TH21V8,40135.0,TH0010010005,6767428,SAHA-UNION,TH,THB,55101020.0,25415410.0,231127875.0,0.6533,0.1683186,0.11,2.728574928010149e-05
157883,2022-09-19,ID12WU,216285.0,ID1000095508,B055M58,BRI AGRONIAGA,ID,IDR,30101010.0,127245457.0,948177772.29378,0.1342,1.0,0.13,0.0001366095465992
157898,2022-09-19,ID80BE,35936.0,ID1000086101,6454322,INDORAMA SYNTHETICS,ID,IDR,40204020.0,24948316.0,332201274.60976,0.0751,1.0,0.08,2.678428147870699e-05
157910,2022-09-19,ID00GB,35116.0,ID1000094204,6580034,Bank Danamon Indonesia Tbk PT,ID,IDR,30101010.0,115004094.0,1745130415.6227598,0.0659,1.0,0.07,0.0001234673324203
157922,2022-09-19,ID8014,35121.0,ID1000098007,B00ZNP0,BANK CIMB NIAGA,ID,IDR,30101010.0,143347795.0,1888640254.2514498,0.0759,1.0,0.08,0.000153896867854
158581,2022-09-19,KR703L,25902.0,KR7007700008,6223652,F&F Holdings,KR,KRW,40204020.0,54970890.0,458855528.572875,0.1198,1.0,0.12,5.9016239448588e-05
158951,2022-09-19,MY22UI,251799.0,MYL5200OO000,B41LHL9,UOA DEVELOPMENT,MY,MYR,35101010.0,110186864.0,889320924.4433472,0.1239,1.0,0.12,0.0001182955988144
158980,2022-09-19,MY24F5,261974.0,MYL5222OO004,B8L1DR5,FGV HLDGS,MY,MYR,45102010.0,47550140.0,1162594981.2255974,0.0409,1.0,0.04,5.104939083310972e-05
159182,2022-09-19,B03MQM,43801.0,TRACLEBI91M5,B03MQM6,CELEBI HAVA SERVISI,TR,TRY,50206060.0,56118259.0,556177000.563,0.1009,1.0,0.1,6.024804420270217e-05
159246,2022-09-19,TR206S,24036.0,TRAPKENT91K5,B03MX03,PETROKENT TURIZM,TR,TRY,40501025.0,18610841.0,183358021.27564803,0.1015,1.0,0.1,1.998042689131646e-05
159279,2022-09-19,B03MY0,35522.0,TRATEKST91N0,B03MY00,ICBC TURKEY BANK ANONIM,TR,TRY,30101010.0,22720559.0,317326261.5,0.0716,1.0,0.07,2.439258215302265e-05
159325,2022-09-19,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,78408983.0,615455114.3933063,0.1274,1.0,0.13,8.417915947237286e-05
159352,2022-09-19,413337,24002.0,TRABANVT92A9,B03MPP2,BANVIT,TR,TRY,45102010.0,37757717.0,455460986.829824,0.0829,1.0,0.08,4.053633600445658e-05
159369,2022-09-19,TR20QC,352728.0,TREINVS00029,BN95D52,INVESTCO HOLDING A S,TR,TRY,30202000.0,44630156.0,445855696.875,0.1001,1.0,0.1,4.791452299796923e-05
159376,2022-09-19,TR20K6,352618.0,TREDAPG00032,BMCH8C0,DAP GAYRIMENKUL GELISTIRME,TR,TRY,50101010.0,44322362.0,442780830.0,0.1001,1.0,0.1,4.758407820428227e-05
159382,2022-09-19,TR20J5,279516.0,TREULET00014,BSP5SN4,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,50202010.0,30078047.0,476672696.0,0.0631,1.0,0.06,3.229151326998497e-05
159457,2022-09-19,PL00IS,263823.0,PLPCCEX00010,B8FGJ01,PCC EXOL,PL,PLN,55201020.0,15648248.0,118278526.41508153,0.1323,1.0,0.13,1.6799814427579548e-05
159507,2022-09-19,716083,28282.0,PLZAPUL00057,7160833,PULAWY,PL,PLN,55201015.0,10977780.0,273079092.048,0.0402,1.0,0.04,1.1785643148472226e-05
159509,2022-09-19,PL902L,284512.0,PLATAL000046,BYV7085,ATAL,PL,PLN,35101010.0,32989331.0,241150065.277143,0.1368,1.0,0.14,3.541704086553314e-05
159771,2022-09-19,IN07EQ,5159.0,INE103A01014,6121530,Mangalore,IN,INR,60101020.0,174335631.0,1527919636.002793,0.1141,1.0,0.11,0.0001871651221858
160065,2022-09-19,EG203Z,43431.0,EGS38201C017,6307039,EGYPTIAN CHEMICAL IND,EG,EGP,55201015.0,21769516.0,218131370.90417585,0.0998,1.0,0.1,2.3371551178011995e-05
160070,2022-09-19,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206060.0,36898838.0,737976805.8246688,0.05,1.0,0.05,3.961425144804201e-05
160082,2022-09-19,EG8013,281849.0,EGS39061C014,BWSW8F2,MISR FRETILIZERS,EG,EGP,55201015.0,163394085.0,1248235922.138268,0.1309,1.0,0.13,0.0001754183795249
160090,2022-09-19,EG11B7,8493.0,EGS21171C011,B0X46V1,ZAHRAA MAADI INV.& DEV.,EG,EGP,35101010.0,19902342.0,193039207.68,0.1031,1.0,0.1,2.1366970428524805e-05
160095,2022-09-19,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,65129533.0,578415159.707264,0.1126,1.0,0.11,6.992246468453965e-05
160110,2022-09-19,EG8035,73190.0,EGS691D1C018,B1VR8V3,C I CAPITAL HLDG FOR FIN. INV,EG,EGP,30202015.0,19543109.0,218847800.0,0.0893,1.0,0.09,2.09813011998506e-05
160122,2022-09-19,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,32818280.0,412289945.1,0.0796,1.0,0.08,3.523340209283144e-05
160236,2022-09-19,PH108F,36042.0,PHY3004J1017,BLR6CW3,DITO CME HOLDINGS,PH,PHP,15102015.0,119582757.0,860307324.8,0.139,1.0,0.14,0.0001283829426999
160242,2022-09-19,PH04PZ,28996.0,PHY2518H1143,B0XNCB0,First Gen Corp,PH,PHP,65101015.0,133250267.0,1086870116.5022016,0.1226,1.0,0.12,0.0001430562551172
160645,2022-09-19,SA238F,150009.0,SA121053DR18,B2QG180,SAUDI MOBILE TELECOM,SA,SAR,15102015.0,325186766.0,2720090440.6935115,0.6295,0.1899126,0.12,0.000349117506516
160753,2022-12-19,TW501V,277753.0,TW0002634003,B6TJTG8,AEROSPACE INDV.,TW,TWD,50201020.0,105424852.0,1054248346.541592,0.6482,0.1542734,0.1,0.000110668566929
161027,2022-12-19,TH80CU,285566.0,TH6820010002,BYMFLT6,THAI WAH,TH,THB,45102020.0,11231323.0,130142857.81168166,0.7985,0.1080776,0.09,1.178995651923658e-05
161045,2022-12-19,TH22LZ,35054.0,TH0171B10Z05,6791795,KGI SECURITIES,TH,THB,30202015.0,38807551.0,276697861.2226228,0.6503,0.2156734,0.14,4.073779544120102e-05
161052,2022-12-19,TH21V8,40135.0,TH0010010005,6767428,SAHA-UNION,TH,THB,55101020.0,26748981.0,243255382.5,0.6533,0.1683186,0.11,2.8079445575902807e-05
161106,2022-12-19,TH10JU,152430.0,TH0981010000,B39L349,SYNNEX (THAILAND),TH,THB,10102030.0,34806413.0,386712716.3505536,0.265,0.3396448,0.09,3.653764528547446e-05
161123,2022-12-19,TH22R5,302531.0,TH8335010006,BFDB6T5,HUMANICA,TH,THB,50205025.0,27086507.0,273877700.01740724,0.487,0.2030801,0.1,2.843375974388745e-05
161127,2022-12-19,TH215I,26259.0,TH0308010Y08,B99J5K5,AP THAILAND,TH,THB,35101010.0,78362338.0,1020342646.6170425,0.787,0.0975858,0.08,8.225999357027845e-05
161129,2022-12-19,TH901K,45101.0,TH0564B10Z00,BM909F2,NOBLE DEVELOPMENT,TH,THB,35101010.0,16619105.0,202425207.75769016,0.916,0.0896288,0.08,1.744572080587721e-05
161185,2022-12-19,TH229N,45058.0,TH0616010Z03,B09C9S7,EASTERN WATER RESOURCES,TH,THB,65102030.0,19454739.0,250705370.12956208,0.4108,0.1888997,0.08,2.0422396088430204e-05
161539,2022-12-19,ID12WU,216285.0,ID1000095508,B055M58,BRI AGRONIAGA,ID,IDR,30101010.0,85665425.0,638341466.594949,0.1342,1.0,0.13,8.992632799821735e-05
161564,2022-12-19,ID00GB,35116.0,ID1000094204,6580034,Bank Danamon Indonesia Tbk PT,ID,IDR,30101010.0,116895324.0,1773828889.856166,0.0659,1.0,0.07,0.0001227095674536
161575,2022-12-19,ID8014,35121.0,ID1000098007,B00ZNP0,BANK CIMB NIAGA,ID,IDR,30101010.0,146724051.0,1933123198.36356,0.0759,1.0,0.08,0.0001540219421715
162261,2022-12-19,KR703L,25902.0,KR7007700008,6223652,F&F Holdings,KR,KRW,40204020.0,113272753.0,945515504.9277,0.1198,1.0,0.12,0.0001189068137996
162623,2022-12-19,MY24F5,261974.0,MYL5222OO004,B8L1DR5,FGV HLDGS,MY,MYR,45102010.0,44505000.0,1088141750.652726,0.0409,1.0,0.04,4.671862922013944e-05
162804,2022-12-19,TR20QC,352728.0,TREINVS00029,BN95D52,INVESTCO HOLDING A S,TR,TRY,30202000.0,84889292.0,848044883.4374999,0.1001,1.0,0.1,8.91115910056881e-05
162824,2022-12-19,B03MQM,43801.0,TRACLEBI91M5,B03MQM6,CELEBI HAVA SERVISI,TR,TRY,50206060.0,100299215.0,994045738.329,0.1009,1.0,0.1,0.0001052879864432
162859,2022-12-19,TR20K6,352618.0,TREDAPG00032,BMCH8C0,DAP GAYRIMENKUL GELISTIRME,TR,TRY,50101010.0,78310835.0,782326013.0,0.1001,1.0,0.1,8.220592886831857e-05
162895,2022-12-19,TR206S,24036.0,TRAPKENT91K5,B03MX03,PETROKENT TURIZM,TR,TRY,40501025.0,22507943.0,221753114.89228797,0.1015,1.0,0.1,2.362746306089277e-05
162929,2022-12-19,B03MY0,35522.0,TRATEKST91N0,B03MY00,ICBC TURKEY BANK ANONIM,TR,TRY,30101010.0,36385265.0,508174098.04,0.0716,1.0,0.07,3.819502762861514e-05
162976,2022-12-19,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,114847022.0,901467981.1041187,0.1274,1.0,0.13,0.0001205593851894
162989,2022-12-19,TR20J5,279516.0,TREULET00014,BSP5SN4,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,50202010.0,47909881.0,759269112.0,0.0631,1.0,0.06,5.029286521559382e-05
163007,2022-12-19,413337,24002.0,TRABANVT92A9,B03MPP2,BANVIT,TR,TRY,45102010.0,42683561.0,514880094.9585888,0.0829,1.0,0.08,4.480659386932263e-05
163056,2022-12-19,EW048,152690.0,PLTRKPL00014,B2QKZ46,TRAKCJA PRKII,PL,PLN,50101010.0,11584588.0,120547220.17750014,0.0961,1.0,0.1,1.2160792527582893e-05
163074,2022-12-19,716083,28282.0,PLZAPUL00057,7160833,PULAWY,PL,PLN,55201015.0,12656340.0,314834322.401,0.0402,1.0,0.04,1.3285852280508248e-05
163101,2022-12-19,PL00IS,263823.0,PLPCCEX00010,B8FGJ01,PCC EXOL,PL,PLN,55201020.0,16051870.0,123761519.0056457,0.1297,1.0,0.13,1.685027216761891e-05
163169,2022-12-19,IN02KR,45214.0,INE084A01016,6099789,Bank of India,IN,INR,30101010.0,515027771.0,4462978750.845681,0.1154,1.0,0.12,0.0005406446797309
163196,2022-12-19,IN815J,297351.0,INE031A01017,BDVJZR8,HOUSING AND URBAN DEVELOPMENT,IN,INR,30201025.0,173922170.0,1401467930.9099998,0.1241,1.0,0.12,0.0001825728653722
163201,2022-12-19,IN02W3,141232.0,INE483A01010,B236VP0,Central Bank IN,IN,INR,30101010.0,262932101.0,3799596839.9376945,0.0692,1.0,0.07,0.0002760100513805
163318,2022-12-19,IN104A,231544.0,INE002L01015,B3Y50F6,Satluj Jal Vid,IN,INR,65101010.0,233848679.0,1767563708.74641,0.1323,1.0,0.13,0.0002454800523046
163416,2022-12-19,IN07EQ,5159.0,INE103A01014,6121530,Mangalore,IN,INR,60101020.0,148939908.0,1305345383.6627512,0.1141,1.0,0.11,0.0001563480134352
163431,2022-12-19,IN10CI,219016.0,INE950I01011,B4YWZT3,D B CORP,IN,INR,40301030.0,37447331.0,264067527.33994302,0.3546,0.3999145,0.14,3.930991961066921e-05
163533,2022-12-19,MX509X,43287.0,MX01BA1D0003,B1FJ6T9,INDUSTRIAS BACHOCO,MX,MXN,45102020.0,308005916.0,2500048049.4,0.1232,1.0,0.12,0.0003233257878263
163691,2022-12-19,EG20LH,39231.0,EGS65851C015,6651996,SIX OF OCT.DEV.& INV.,EG,EGP,35101010.0,32740552.0,226265035.32123473,0.1447,1.0,0.14,3.436903065612166e-05
163696,2022-12-19,EG203Z,43431.0,EGS38201C017,6307039,EGYPTIAN CHEMICAL IND,EG,EGP,55201015.0,28526465.0,285836326.2389039,0.0998,1.0,0.1,2.9945339653887984e-05
163701,2022-12-19,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206060.0,73930496.0,1133903334.9287279,0.0652,1.0,0.07,7.760771667644088e-05
163725,2022-12-19,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,66073447.0,586797841.06944,0.1126,1.0,0.11,6.9359866794507e-05
163740,2022-12-19,EG8035,73190.0,EGS691D1C018,B1VR8V3,C I CAPITAL HLDG FOR FIN. INV,EG,EGP,30202015.0,19876352.0,235223079.0,0.0845,1.0,0.08,2.0864979650308438e-05
163753,2022-12-19,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,38444932.0,482976544.04999995,0.0796,1.0,0.08,4.035714017529431e-05
163756,2022-12-19,EG302Z,43428.0,EGS60241C014,6298906,EXPORT DEV.BK.OF EGYPT,EG,EGP,30202000.0,24462712.0,246599940.7872,0.0992,1.0,0.1,2.5679460097675663e-05
163778,2022-12-19,SA238F,150009.0,SA121053DR18,B2QG180,SAUDI MOBILE TELECOM,SA,SAR,15102015.0,289065013.0,2417942769.87835,0.6295,0.1899126,0.12,0.0003034427853693
163889,2022-12-19,PH108F,36042.0,PHY3004J1017,BLR6CW3,DITO CME HOLDINGS,PH,PHP,15102015.0,97490577.0,701371279.56,0.139,1.0,0.14,0.0001023396499117
163896,2022-12-19,PH04PZ,28996.0,PHY2518H1143,B0XNCB0,First Gen Corp,PH,PHP,65101015.0,131655456.0,1073861739.0502484,0.1226,1.0,0.12,0.0001382038520092
163992,2023-03-20,TW501V,277753.0,TW0002634003,B6TJTG8,AEROSPACE INDV.,TW,TWD,50201020.0,126220923.0,1262209004.28927,0.6482,0.1542734,0.1,0.0001322615781495
164269,2023-03-20,TH80CU,285566.0,TH6820010002,BYMFLT6,THAI WAH,TH,THB,45102020.0,10575301.0,122825749.01570511,0.7985,0.1078272,0.09,1.1081411595023946e-05
164287,2023-03-20,TH22LZ,35054.0,TH0171B10Z05,6791795,KGI SECURITIES,TH,THB,30202015.0,40936447.0,291876952.59646,0.6503,0.2156734,0.14,4.289557511837093e-05
164294,2023-03-20,TH21V8,40135.0,TH0010010005,6767428,SAHA-UNION,TH,THB,55101020.0,29730571.0,270369990.0,0.6533,0.1683186,0.11,3.115341059380557e-05
164319,2023-03-20,TH228M,43220.0,TH0577C10Z04,B73F0X3,SANSIRI,TH,THB,35101010.0,109722711.0,759852947.9539225,0.9376,0.1540102,0.14,0.0001149737980898
164347,2023-03-20,TH10JU,152430.0,TH0981010000,B39L349,SYNNEX (THAILAND),TH,THB,10102030.0,33082112.0,367555057.31496996,0.265,0.3396448,0.09,3.46653489583588e-05
164364,2023-03-20,TH22R5,302531.0,TH8335010006,BFDB6T5,HUMANICA,TH,THB,50205025.0,31916765.0,297453584.6432092,0.487,0.2203285,0.11,3.344423101968014e-05
164368,2023-03-20,TH215I,26259.0,TH0308010Y08,B99J5K5,AP THAILAND,TH,THB,35101010.0,76563906.0,1106415369.111096,0.787,0.0879288,0.07,8.022808577351353e-05
164370,2023-03-20,TH901K,45101.0,TH0564B10Z00,BM909F2,NOBLE DEVELOPMENT,TH,THB,35101010.0,14907066.0,196663064.84493902,0.916,0.0827511,0.08,1.5620485319537212e-05
164401,2023-03-20,TH219M,26911.0,TH0371010Z05,6554697,SUPALAI,TH,THB,35101010.0,176976760.0,1265023640.9960291,0.6537,0.2140125,0.14,0.0001854464776287
164426,2023-03-20,TH229N,45058.0,TH0616010Z03,B09C9S7,EASTERN WATER RESOURCES,TH,THB,65102030.0,22267544.0,242830388.34161896,0.4108,0.223223,0.09,2.333321957212432e-05
164436,2023-03-20,TH50GV,5706.0,TH0664010Z03,B01KHM9,AEON THANA SINSAP,TH,THB,30201020.0,187128251.0,1348186400.0,0.3688,0.3763557,0.14,0.0001960837966113
164442,2023-03-20,TH20U6,24869.0,TH0233010Z07,B01GKL7,THAI STANLEY ELECTRIC,TH,THB,40101025.0,53194470.0,398621716.625,0.4593,0.2905421,0.13,5.574024007913849e-05
164814,2023-03-20,ID12WU,216285.0,ID1000095508,B055M58,BRI AGRONIAGA,ID,IDR,30101010.0,70747348.0,576588004.6915212,0.1227,1.0,0.12,7.413316012890736e-05
164838,2023-03-20,ID00GB,35116.0,ID1000094204,6580034,Bank Danamon Indonesia Tbk PT,ID,IDR,30101010.0,114048026.0,1730622553.79664,0.0659,1.0,0.07,0.0001195061131315
164846,2023-03-20,ID8014,35121.0,ID1000098007,B00ZNP0,BANK CIMB NIAGA,ID,IDR,30101010.0,149633925.0,1971461464.6025565,0.0759,1.0,0.08,0.0001567950748166
165520,2023-03-20,KR703L,25902.0,KR7007700008,6223652,F&F Holdings,KR,KRW,40204020.0,82980559.0,692659114.8815199,0.1198,1.0,0.12,8.695182564204731e-05
166085,2023-03-20,TR20QC,352728.0,TREINVS00029,BN95D52,INVESTCO HOLDING A S,TR,TRY,30202000.0,125357313.0,1252320806.25,0.1001,1.0,0.1,0.0001313566376786
166105,2023-03-20,B03MQM,43801.0,TRACLEBI91M5,B03MQM6,CELEBI HAVA SERVISI,TR,TRY,50206060.0,70365859.0,697382155.3590001,0.1009,1.0,0.1,7.373341390627273e-05
166140,2023-03-20,TR20K6,352618.0,TREDAPG00032,BMCH8C0,DAP GAYRIMENKUL GELISTIRME,TR,TRY,50101010.0,52906708.0,528538545.0,0.1001,1.0,0.1,5.5438706424124106e-05
166207,2023-03-20,B03MY0,35522.0,TRATEKST91N0,B03MY00,ICBC TURKEY BANK ANONIM,TR,TRY,30101010.0,22506447.0,314335809.3,0.0716,1.0,0.07,2.3583555943097213e-05
166253,2023-03-20,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,106303999.0,834411295.1947501,0.1274,1.0,0.13,0.0001113914740692
166266,2023-03-20,TR20J5,279516.0,TREULET00014,BSP5SN4,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,50202010.0,44706641.0,708504604.8000001,0.0631,1.0,0.06,4.684620229267922e-05
166283,2023-03-20,413337,24002.0,TRABANVT92A9,B03MPP2,BANVIT,TR,TRY,45102010.0,34036151.0,410568759.68686736,0.0829,1.0,0.08,3.5665046161937694e-05
166365,2023-03-20,IN815J,297351.0,INE031A01017,BDVJZR8,HOUSING AND URBAN DEVELOPMENT,IN,INR,30201025.0,133512946.0,1075849671.1548,0.1241,1.0,0.12,0.0001399025812967
166370,2023-03-20,IN02W3,141232.0,INE483A01010,B236VP0,Central Bank IN,IN,INR,30101010.0,174393995.0,2520144324.2658963,0.0692,1.0,0.07,0.0001827401071889
166477,2023-03-20,IN104A,231544.0,INE002L01015,B3Y50F6,Satluj Jal Vid,IN,INR,65101010.0,194094551.0,1467079072.9172535,0.1323,1.0,0.13,0.0002033834883737
166559,2023-03-20,IN80JW,301840.0,INE470Y01017,BZ7M4G7,NEW INDIA ASSURANCE,IN,INR,30302025.0,117228038.0,1990289204.48,0.0589,1.0,0.06,0.0001228383134962
166572,2023-03-20,IN07EQ,5159.0,INE103A01014,6121530,Mangalore,IN,INR,60101020.0,136480610.0,1195101697.8450956,0.1142,1.0,0.11,0.0001430122711542
166586,2023-03-20,IN10CI,219016.0,INE950I01011,B4YWZT3,D B CORP,IN,INR,40301030.0,29958380.0,211257637.2313275,0.3573,0.3968925,0.14,3.1392122030392654e-05
166721,2023-03-20,EW048,152690.0,PLTRKPL00014,B2QKZ46,TRAKCJA,PL,PLN,50101010.0,11634517.0,121066773.56159613,0.0961,1.0,0.1,1.2191319337984156e-05
166739,2023-03-20,716083,28282.0,PLZAPUL00057,7160833,PULAWY,PL,PLN,55201015.0,13947925.0,346963306.0388,0.0402,1.0,0.04,1.4615441945484516e-05
166765,2023-03-20,PL00IS,263823.0,PLPCCEX00010,B8FGJ01,PCC EXOL,PL,PLN,55201020.0,20377445.0,157842328.17052078,0.1291,1.0,0.13,2.1352664600275937e-05
166982,2023-03-20,EG20LH,39231.0,EGS65851C015,6651996,SIX OF OCT.DEV.& INV.,EG,EGP,35101010.0,20866934.0,144208240.89696902,0.1447,1.0,0.14,2.1865579464849217e-05
166987,2023-03-20,EG203Z,43431.0,EGS38201C017,6307039,EGYPTIAN CHEMICAL IND,EG,EGP,55201015.0,21707859.0,217731758.38862965,0.0997,1.0,0.1,2.274674928172209e-05
166992,2023-03-20,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206060.0,50326341.0,771876431.9640752,0.0652,1.0,0.07,5.27348487473339e-05
167015,2023-03-20,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,45058602.0,400165313.79825,0.1126,1.0,0.11,4.721500737032157e-05
167030,2023-03-20,EG8035,73190.0,EGS691D1C018,B1VR8V3,C I CAPITAL HLDG FOR FIN. INV,EG,EGP,30202015.0,11732054.0,147573000.0,0.0795,1.0,0.08,1.2293524243806115e-05
167043,2023-03-20,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,34428975.0,432524812.50000006,0.0796,1.0,0.08,3.6076669852686894e-05
167046,2023-03-20,EG302Z,43428.0,EGS60241C014,6298906,EXPORT DEV.BK.OF EGYPT,EG,EGP,30202000.0,19131887.0,192861768.43224904,0.0992,1.0,0.1,2.004749693994411e-05
167069,2023-03-20,SA238F,150009.0,SA121053DR18,B2QG180,SAUDI MOBILE TELECOM,SA,SAR,15102015.0,303208956.0,2536252646.8232775,0.6295,0.1899126,0.12,0.0003177198682792
167185,2023-03-20,PH108F,36042.0,PHY3004J1017,BLR6CW3,DITO CME HOLDINGS,PH,PHP,15102015.0,104188872.0,749560339.7800001,0.139,1.0,0.14,0.0001091751217533
167194,2023-03-20,PH1029,47068.0,PHY689911352,B1FHVG5,PHILEX MINING,PH,PHP,55102000.0,42031247.0,332085304.6629061,0.4978,0.2542539,0.13,4.4042769833134336e-05
167236,2023-03-20,AE21TK,154173.0,AED000701014,B0VR4L8,DANA GAS,AE,AED,60101000.0,175384693.0,1458973072.566718,0.8,0.1502638,0.12,0.0001837782178114
167997,2023-06-19,KR703L,25902.0,KR7007700008,6223652,F&F Holdings,KR,KRW,40204020.0,74197444.0,619336887.078,0.1198,1.0,0.12,0.00714
168493,2023-06-19,TW501V,277753.0,TW0002634003,B6TJTG8,AEROSPACE INDV.,TW,TWD,50201020.0,195413290.0,1954132681.263534,0.6482,0.1542734,0.1,0.01881
168799,2023-06-19,IN104A,231544.0,INE002L01015,B3Y50F6,Satluj Jal Vid,IN,INR,65101010.0,244273484.0,1846354333.5973313,0.1323,1.0,0.13,0.02351
168829,2023-06-19,IN02W3,141232.0,INE483A01010,B236VP0,Central Bank IN,IN,INR,30101010.0,201746985.0,2915409476.7434983,0.0692,1.0,0.07,0.01942
168838,2023-06-19,IN07EQ,5159.0,INE103A01014,6121530,Mangalore,IN,INR,60101020.0,192224691.0,1683222943.0819046,0.1142,1.0,0.11,0.0185
168842,2023-06-19,IN815J,297351.0,INE031A01017,BDVJZR8,HOUSING AND URBAN DEVELOPMENT,IN,INR,30201025.0,179967433.0,1450175879.5440001,0.1241,1.0,0.12,0.01732
169169,2023-06-19,PL00IS,263823.0,PLPCCEX00010,B8FGJ01,PCC EXOL,PL,PLN,55201020.0,18768719.0,145381281.52203414,0.1291,1.0,0.13,0.00181
169177,2023-06-19,716083,28282.0,PLZAPUL00057,7160833,PULAWY,PL,PLN,55201015.0,14113713.0,351087452.1594,0.0402,1.0,0.04,0.00136
169179,2023-06-19,EW048,152690.0,PLTRKPL00014,B2QKZ46,TRAKCJA,PL,PLN,50101010.0,12531109.0,130532389.2299814,0.096,1.0,0.1,0.00121
169391,2023-06-19,B02LFN,23904.0,GRS314003013,BLB3KB5,MIG HOLDINGS S.A.,GR,EUR,30202000.0,18171341.0,148823435.23143747,0.1221,1.0,0.12,0.00175
169676,2023-06-19,TH50GV,5706.0,TH0664010Z03,B01KHM9,AEON THANA SINSAP,TH,THB,30201020.0,193968776.0,1397467912.5,0.3688,0.3763557,0.14,0.01867
169689,2023-06-19,TH219M,26911.0,TH0371010Z05,6554697,SUPALAI,TH,THB,35101010.0,158430993.0,1167507887.6446128,0.6489,0.2091231,0.14,0.01525
169741,2023-06-19,TH20U6,24869.0,TH0233010Z07,B01GKL7,THAI STANLEY ELECTRIC,TH,THB,40101025.0,63770312.0,477872954.2125,0.4593,0.2905421,0.13,0.00614
